Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;35.0;Apartamento
Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;14.08;Apartamento
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;35.0;Apartamento
Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;27.66;Apartamento
Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;16.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;21.05;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;105.69;Apartamento
Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;43.75;Apartamento
Apartamento;Copacabana;2;0;0;90;2600.0;757.0;207.0;28.89;Apartamento
Casa;Campo Grande;2;0;1;60;900.0;0.0;0.0;15.0;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;68;2000.0;593.0;75.0;29.41;Apartamento
Apartamento;Todos os Santos;2;0;0;70;1200.0;300.0;0.0;17.14;Apartamento
Casa de Vila;Madureira;2;1;0;78;1000.0;0.0;0.0;12.82;Casa
Apartamento;Botafogo;2;1;1;70;2800.0;705.0;1168.0;40.0;Apartamento
Apartamento;Cosme Velho;2;1;1;86;2600.0;715.0;0.0;30.23;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;950.0;256.0;26.14;Apartamento
Apartamento;Urca;2;0;1;95;3900.0;300.0;95.0;41.05;Apartamento
Apartamento;Campo Grande;2;0;0;75;1000.0;270.0;0.0;13.33;Apartamento
Apartamento;Leme;1;0;1;60;2300.0;600.0;51.0;38.33;Apartamento
Apartamento;Lagoa;2;1;1;81;4350.0;689.0;237.0;53.7;Apartamento
Apartamento;Vila Valqueire;2;0;0;70;850.0;100.0;42.0;12.14;Apartamento
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;23.33;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;890.0;27.98;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;92;3000.0;1300.0;127.0;32.61;Apartamento
Apartamento;Praça Seca;1;0;0;60;750.0;30.0;0.0;12.5;Apartamento
Apartamento;Leblon;1;1;0;82;1900.0;1700.0;348.0;23.17;Apartamento
Apartamento;Grajaú;2;0;0;60;1300.0;600.0;0.0;21.67;Apartamento
Apartamento;Barra da Tijuca;2;1;0;70;1150.0;650.0;86.0;16.43;Apartamento
Apartamento;Copacabana;2;0;1;90;3400.0;1400.0;122.0;37.78;Apartamento
Apartamento;Vila da Penha;2;0;0;60;1310.0;180.0;35.0;21.83;Apartamento
Apartamento;Centro;2;0;0;76;1500.0;699.0;231.0;19.74;Apartamento
Apartamento;Leblon;2;0;0;60;3500.0;480.0;151125.0;58.33;Apartamento
Apartamento;Barra da Tijuca;1;1;0;69;1300.0;1470.0;0.0;18.84;Apartamento
Apartamento;Botafogo;1;1;0;63;2000.0;880.0;100.0;31.75;Apartamento
Apartamento;Barra da Tijuca;2;2;1;72;1450.0;975.0;167.0;20.14;Apartamento
Apartamento;Leme;3;1;0;90;3600.0;900.0;350.0;40.0;Apartamento
Apartamento;Ipanema;2;1;1;75;4800.0;865.0;118.0;64.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1300.0;769.0;0.0;14.44;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;60;1000.0;70.0;0.0;16.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1155.0;0.0;26.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2000.0;1100.0;3200.0;28.57;Apartamento
Apartamento;Méier;2;1;0;60;1000.0;580.0;150.0;16.67;Apartamento
Apartamento;Copacabana;3;0;0;100;3200.0;860.0;0.0;32.0;Apartamento
Apartamento;Leblon;2;0;1;70;5500.0;830.0;141.0;78.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;1800.0;528.0;191.0;18.0;Apartamento
Apartamento;Laranjeiras;3;0;0;83;2300.0;886.0;131.0;27.71;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1309.0;0.0;31.11;Apartamento
Apartamento;Curicica;3;1;1;82;1600.0;610.0;850.0;19.51;Apartamento
Apartamento;Barra da Tijuca;2;2;2;69;2000.0;1275.0;1203.0;28.99;Apartamento
Apartamento;Laranjeiras;2;1;0;75;1900.0;820.0;112.0;25.33;Apartamento
Apartamento;Leblon;3;1;0;90;4690.0;926.0;254.0;52.11;Apartamento
Apartamento;Lins de Vasconcelos;1;1;0;62;900.0;500.0;0.0;14.52;Apartamento
Apartamento;Campo Grande;2;1;0;60;700.0;360.0;0.0;11.67;Apartamento
Apartamento;Catete;2;0;0;69;1900.0;578.0;138.0;27.54;Apartamento
Apartamento;Lagoa;2;1;1;80;3000.0;2600.0;0.0;37.5;Apartamento
Apartamento;Laranjeiras;3;0;1;100;3100.0;920.0;0.0;31.0;Apartamento
Apartamento;Botafogo;2;1;1;67;2400.0;930.0;150.0;35.82;Apartamento
Apartamento;Vista Alegre;2;0;0;85;1100.0;150.0;0.0;12.94;Apartamento
Apartamento;Cosme Velho;2;1;0;87;2200.0;720.0;170.0;25.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2700.0;890.0;2400.0;34.62;Apartamento
Apartamento;Jacarepaguá;2;1;1;71;1400.0;766.0;63.0;19.72;Apartamento
Apartamento;Ipanema;2;1;1;100;6000.0;4500.0;443.0;60.0;Apartamento
Apartamento;Catete;2;1;0;84;3500.0;1376.0;214.0;41.67;Apartamento
Apartamento;Cachambi;2;1;0;60;1200.0;300.0;0.0;20.0;Apartamento
Apartamento;Botafogo;2;1;1;84;2500.0;1400.0;200.0;29.76;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;91;2500.0;1650.0;250.0;27.47;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;76;2000.0;1070.0;140.0;26.32;Apartamento
Apartamento;Oswaldo Cruz;3;0;0;65;1350.0;305.0;0.0;20.77;Apartamento
Apartamento;Ipanema;2;1;0;63;4000.0;723.0;172.0;63.49;Apartamento
Apartamento;Jardim Botânico;2;1;1;75;3900.0;1500.0;0.0;52.0;Apartamento
Apartamento;Copacabana;3;1;0;90;4500.0;1300.0;395.0;50.0;Apartamento
Casa;Campo Grande;2;1;2;90;1200.0;0.0;0.0;13.33;Casa
Apartamento;Itanhangá;2;1;0;60;950.0;550.0;0.0;15.83;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;2922.0;350.0;38.46;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1379.0;187.0;53.75;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;939.0;63.0;25.71;Apartamento
Apartamento;Ipanema;2;2;1;90;10300.0;4300.0;350.0;114.44;Apartamento
Apartamento;Humaitá;3;1;1;97;3300.0;1500.0;170.0;34.02;Apartamento
Apartamento;Flamengo;1;0;0;65;2900.0;622.0;130.0;44.62;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;69;1100.0;800.0;517.0;15.94;Apartamento
Apartamento;Copacabana;2;0;0;71;2200.0;580.0;0.0;30.99;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0;28.24;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;108.0;19.23;Apartamento
Apartamento;Botafogo;1;1;0;65;2200.0;880.0;125.0;33.85;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;74;1550.0;1034.0;80.0;20.95;Apartamento
Apartamento;Flamengo;2;0;0;68;2500.0;870.0;102.0;36.76;Apartamento
Apartamento;Taquara;1;1;0;83;1200.0;578.0;0.0;14.46;Apartamento
Apartamento;Méier;3;1;1;85;1700.0;900.0;1350.0;20.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;84;3400.0;656.0;307.0;40.48;Apartamento
Apartamento;Botafogo;2;0;1;85;3000.0;700.0;145.0;35.29;Apartamento
Apartamento;Camorim;3;1;1;65;1350.0;560.0;700.0;20.77;Apartamento
Apartamento;Ipanema;2;0;0;100;2700.0;1580.0;180.0;27.0;Apartamento
Apartamento;Andaraí;3;1;2;66;800.0;620.0;25.0;12.12;Apartamento
Apartamento;Anil;3;1;0;65;850.0;430.0;0.0;13.08;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1690.0;620.0;155.0;18.78;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;3000.0;1200.0;200.0;40.0;Apartamento
Apartamento;Leblon;2;1;1;73;5500.0;1870.0;400.0;75.34;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;2;80;3500.0;1370.0;240.0;43.75;Apartamento
Apartamento;Engenho Novo;2;1;0;92;900.0;660.0;93.0;9.78;Apartamento
Apartamento;Flamengo;3;1;0;100;3300.0;700.0;147.0;33.0;Apartamento
Apartamento;Tijuca;3;0;1;85;1500.0;763.0;137.0;17.65;Apartamento
Casa de Vila;Taquara;1;0;0;60;1000.0;0.0;0.0;16.67;Casa
Apartamento;Taquara;3;1;3;82;1600.0;700.0;95.0;19.51;Apartamento
Apartamento;Copacabana;3;0;0;100;3000.0;650.0;0.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;69;2300.0;550.0;1400.0;33.33;Apartamento
Apartamento;Flamengo;2;0;0;86;2500.0;634.0;143.0;29.07;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;75;1190.0;570.0;50.0;15.87;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;690.0;142.0;23.53;Apartamento
Apartamento;Copacabana;2;0;0;70;3500.0;500.0;92.0;50.0;Apartamento
Apartamento;Catete;3;1;1;94;3000.0;1227.0;0.0;31.91;Apartamento
Apartamento;Tijuca;2;1;0;99;1800.0;660.0;141.0;18.18;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2600.0;540.0;140.0;28.89;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2500.0;1000.0;200.0;35.71;Apartamento
Apartamento;Copacabana;2;1;1;85;2600.0;819.0;136.0;30.59;Apartamento
Apartamento;Santa Teresa;3;0;0;96;2600.0;448.0;0.0;27.08;Apartamento
Apartamento;Tijuca;2;0;0;70;1700.0;690.0;80.0;24.29;Apartamento
Apartamento;Tijuca;2;0;0;75;1800.0;574.0;24.0;24.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1600.0;1095.0;107.0;26.67;Apartamento
Apartamento;Tijuca;3;1;0;100;2000.0;800.0;0.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;100;2900.0;754.0;0.0;29.0;Apartamento
Apartamento;Ipanema;2;1;1;90;5300.0;1350.0;350.0;58.89;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;75;3000.0;804.0;135.0;40.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;84;2300.0;1308.0;214.0;27.38;Apartamento
Apartamento;Pechincha;3;1;1;90;1150.0;837.0;116.0;12.78;Apartamento
Apartamento;Tijuca;3;1;1;100;3000.0;880.0;131.0;30.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;1800.0;1200.0;0.0;21.18;Apartamento
Apartamento;Laranjeiras;3;1;1;93;3000.0;1100.0;0.0;32.26;Apartamento
Apartamento;Leblon;2;0;0;78;3100.0;890.0;202.0;39.74;Apartamento
Apartamento;Barra da Tijuca;2;2;1;80;3000.0;1200.0;250.0;37.5;Apartamento
Apartamento;Tijuca;2;0;0;84;1700.0;690.0;0.0;20.24;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;3000.0;1350.0;180.0;38.96;Apartamento
Quitinete;Realengo;1;0;0;60;650.0;0.0;0.0;10.83;Apartamento
Apartamento;Flamengo;3;1;1;100;3700.0;660.0;182.0;37.0;Apartamento
Apartamento;Copacabana;2;0;0;90;2300.0;772.0;191.0;25.56;Apartamento
Apartamento;Realengo;3;1;1;100;1400.0;605.0;0.0;14.0;Apartamento
Apartamento;Copacabana;2;0;1;80;3500.0;650.0;80.0;43.75;Apartamento
Apartamento;Vila Isabel;3;2;0;95;1600.0;700.0;0.0;16.84;Apartamento
Apartamento;Barra da Tijuca;2;2;2;82;2600.0;1750.0;150.0;31.71;Apartamento
Apartamento;Leblon;2;0;0;63;3300.0;841.0;0.0;52.38;Apartamento
Apartamento;Lagoa;2;1;1;80;4000.0;1118.0;359.0;50.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;2;75;1600.0;580.0;0.0;21.33;Apartamento
Apartamento;Glória;2;0;0;74;2200.0;544.0;81.0;29.73;Apartamento
Apartamento;Copacabana;2;1;1;100;4250.0;1630.0;387.0;42.5;Apartamento
Apartamento;Maracanã;3;1;0;81;1750.0;597.0;94.0;21.6;Apartamento
Apartamento;Vila Isabel;2;0;0;63;1250.0;224.0;48.0;19.84;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;85;1000.0;0.0;0.0;11.76;Casa
Apartamento;São Conrado;2;1;1;88;2300.0;1080.0;0.0;26.14;Apartamento
Apartamento;Piedade;2;1;0;70;1000.0;150.0;135.0;14.29;Apartamento
Apartamento;Copacabana;2;2;2;75;5000.0;2000.0;100.0;66.67;Apartamento
Apartamento;Barra da Tijuca;3;1;1;70;2200.0;615.0;80.0;31.43;Apartamento
Apartamento;Urca;2;0;0;63;3800.0;770.0;0.0;60.32;Apartamento
Apartamento;Tijuca;2;1;1;80;2200.0;990.0;104.0;27.5;Apartamento
Apartamento;Barra da Tijuca;2;2;1;98;2500.0;1800.0;200.0;25.51;Apartamento
Apartamento;São Cristóvão;2;1;1;60;1350.0;630.0;38.0;22.5;Apartamento
Apartamento;Flamengo;1;1;0;90;2000.0;1540.0;197.0;22.22;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2150.0;1327.0;0.0;26.88;Apartamento
Apartamento;Copacabana;3;1;0;100;2300.0;1451.0;248.0;23.0;Apartamento
Apartamento;Andaraí;1;1;0;60;1300.0;1.0;25.0;21.67;Apartamento
Apartamento;Vila Isabel;2;0;0;83;1700.0;260.0;81.0;20.48;Apartamento
Apartamento;Padre Miguel;2;1;0;61;800.0;435.0;0.0;13.11;Apartamento
Apartamento;Gávea;3;1;0;90;3800.0;1028.0;235.0;42.22;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2700.0;1500.0;280.0;27.0;Apartamento
Apartamento;Tijuca;3;0;0;80;1300.0;400.0;172.0;16.25;Apartamento
Apartamento;Humaitá;2;0;0;65;2300.0;650.0;122.0;35.38;Apartamento
Apartamento;Botafogo;2;1;1;73;3200.0;652.0;87.0;43.84;Apartamento
Apartamento;Laranjeiras;2;1;0;70;2400.0;820.0;94.0;34.29;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;244.0;53.33;Apartamento
Apartamento;Grajaú;2;1;1;86;1500.0;749.0;0.0;17.44;Apartamento
Apartamento;Santa Teresa;2;0;1;70;2900.0;750.0;250.0;41.43;Apartamento
Casa de Vila;Tijuca;2;0;0;71;2500.0;0.0;60.0;35.21;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1600.0;742.0;103.0;20.78;Apartamento
Apartamento;São Cristóvão;3;1;1;95;2500.0;1000.0;98.0;26.32;Apartamento
Apartamento;Catete;2;1;1;64;2800.0;575.0;184.0;43.75;Apartamento
Apartamento;Ipanema;3;1;1;100;4700.0;1600.0;218.0;47.0;Apartamento
Casa de Vila;Abolição;2;0;0;68;1200.0;0.0;12.0;17.65;Casa
Apartamento;Botafogo;1;1;1;60;2300.0;550.0;120.0;38.33;Apartamento
Apartamento;Copacabana;3;0;0;90;2000.0;1700.0;1919.0;22.22;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1350.0;440.0;15.0;22.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;790.0;173.0;18.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0;28.05;Apartamento
Apartamento;Senador Vasconcelos;2;1;0;65;650.0;220.0;0.0;10.0;Apartamento
Apartamento;São Francisco Xavier;3;0;0;77;1400.0;550.0;50.0;18.18;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;1200.0;150.0;25.0;Apartamento
Apartamento;Todos os Santos;1;0;0;70;800.0;656.0;39.0;11.43;Apartamento
Apartamento;Flamengo;2;1;1;81;2500.0;1345.0;0.0;30.86;Apartamento
Apartamento;Maracanã;3;0;0;90;2000.0;750.0;0.0;22.22;Apartamento
Apartamento;Leblon;3;1;1;100;4500.0;1099.0;0.0;45.0;Apartamento
Apartamento;Botafogo;2;1;2;85;4230.0;1140.0;0.0;49.76;Apartamento
Apartamento;Riachuelo;2;2;1;63;1300.0;350.0;63.0;20.63;Apartamento
Apartamento;Barra da Tijuca;2;1;2;74;3000.0;1732.0;205.0;40.54;Apartamento
Apartamento;Ipanema;2;1;1;80;4400.0;617.0;299.0;55.0;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1600.0;564.0;24.0;22.86;Apartamento
Apartamento;Leme;2;0;0;84;2700.0;720.0;1616.0;32.14;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;2000.0;980.0;210.0;26.32;Apartamento
Apartamento;Quintino Bocaiúva;2;0;1;65;850.0;160.0;0.0;13.08;Apartamento
Apartamento;Tijuca;3;1;1;84;2350.0;900.0;0.0;27.98;Apartamento
Apartamento;Irajá;2;1;0;90;1310.0;220.0;32.0;14.56;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;281.0;26.0;15.71;Apartamento
Apartamento;Laranjeiras;2;1;0;75;2200.0;910.0;107.0;29.33;Apartamento
Casa de Condomínio;Campo Grande;2;1;2;80;1500.0;490.0;0.0;18.75;Casa
Apartamento;Copacabana;2;1;0;79;2800.0;698.0;102.0;35.44;Apartamento
Apartamento;Vila da Penha;1;1;1;90;1500.0;295.0;0.0;16.67;Apartamento
Apartamento;Humaitá;2;1;0;64;2600.0;1030.0;191.0;40.62;Apartamento
Casa;Realengo;2;1;0;70;1200.0;50.0;0.0;17.14;Casa
Apartamento;Copacabana;3;0;1;96;3300.0;974.0;0.0;34.38;Apartamento
Apartamento;Flamengo;2;1;1;98;3300.0;1400.0;200.0;33.67;Apartamento
Apartamento;Ipanema;2;1;2;95;8500.0;4000.0;800.0;89.47;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1600.0;533.0;24.0;22.86;Apartamento
Apartamento;Jardim Botânico;2;1;1;85;2500.0;1500.0;103.0;29.41;Apartamento
Apartamento;Tijuca;2;0;1;61;1500.0;515.0;63.0;24.59;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;67;1600.0;700.0;0.0;23.88;Apartamento
Apartamento;Jardim Botânico;2;1;0;60;3000.0;500.0;50.0;50.0;Apartamento
Apartamento;Encantado;2;1;0;60;1100.0;455.0;36.0;18.33;Apartamento
Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0;30.99;Apartamento
Apartamento;Vila Kosmos;2;1;0;63;1300.0;400.0;0.0;20.63;Apartamento
Apartamento;Campo Grande;3;1;0;80;1300.0;700.0;0.0;16.25;Apartamento
Apartamento;Glória;2;0;0;70;1900.0;668.0;67.0;27.14;Apartamento
Apartamento;Grajaú;2;1;1;94;1800.0;550.0;198.0;19.15;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1500.0;773.0;116.0;18.75;Apartamento
Apartamento;Barra da Tijuca;3;0;1;80;3000.0;1160.0;1300.0;37.5;Apartamento
Apartamento;São Francisco Xavier;2;1;1;64;1200.0;642.0;55.0;18.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2500.0;1900.0;400.0;35.71;Apartamento
Apartamento;Andaraí;2;0;0;65;1400.0;495.0;0.0;21.54;Apartamento
Apartamento;Méier;2;1;0;76;1000.0;715.0;60.0;13.16;Apartamento
Apartamento;Copacabana;2;0;0;60;1700.0;1315.0;0.0;28.33;Apartamento
Apartamento;Jardim Botânico;2;1;1;74;3000.0;1100.0;203.0;40.54;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;87;1700.0;620.0;0.0;19.54;Apartamento
Apartamento;Taquara;2;1;0;60;1300.0;500.0;50.0;21.67;Apartamento
Apartamento;Lagoa;2;1;1;100;6000.0;986.0;400.0;60.0;Apartamento
Apartamento;Copacabana;3;0;2;94;3000.0;980.0;220.0;31.91;Apartamento
Apartamento;Leme;2;1;0;80;3800.0;780.0;24.0;47.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;88;1000.0;1125.0;90.0;11.36;Apartamento
Apartamento;Andaraí;2;1;1;80;1500.0;600.0;0.0;18.75;Apartamento
Apartamento;Tijuca;2;0;0;60;1100.0;625.0;485.0;18.33;Apartamento
Apartamento;Lagoa;2;2;1;98;4000.0;800.0;270.0;40.82;Apartamento
Apartamento;Barra da Tijuca;2;2;2;99;5500.0;3237.0;502.0;55.56;Apartamento
Apartamento;Botafogo;2;1;1;78;4310.0;1100.0;187.0;55.26;Apartamento
Apartamento;Botafogo;2;1;2;90;6000.0;1425.0;0.0;66.67;Apartamento
Apartamento;Leme;2;0;1;75;2600.0;878.0;0.0;34.67;Apartamento
Apartamento;Tijuca;3;0;0;90;1800.0;400.0;70.0;20.0;Apartamento
Apartamento;Ipanema;3;1;1;83;5800.0;1900.0;0.0;69.88;Apartamento
Apartamento;Copacabana;1;1;0;60;2000.0;1450.0;175.0;33.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;1400.0;1300.0;400.0;17.5;Apartamento
Apartamento;Leblon;2;0;0;79;3000.0;810.0;120.0;37.97;Apartamento
Apartamento;Barra da Tijuca;2;1;2;65;2500.0;1400.0;0.0;38.46;Apartamento
Apartamento;Jardim Botânico;3;2;1;96;3500.0;1210.0;414.0;36.46;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1600.0;480.0;64.0;22.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2300.0;1000.0;195.0;25.56;Apartamento
Apartamento;Flamengo;3;1;0;100;2900.0;700.0;147.0;29.0;Apartamento
Casa de Condomínio;Taquara;3;1;1;90;1600.0;250.0;0.0;17.78;Casa
Casa;Campo Grande;2;1;2;100;1400.0;0.0;0.0;14.0;Casa
Apartamento;Campo Grande;3;0;0;60;800.0;230.0;0.0;13.33;Apartamento
Apartamento;Copacabana;2;0;1;60;2400.0;730.0;0.0;40.0;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;63;900.0;0.0;0.0;14.29;Casa
Apartamento;Engenho Novo;2;0;0;76;1000.0;170.0;17.0;13.16;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1900.0;775.0;0.0;29.23;Apartamento
Apartamento;Méier;2;0;0;69;1200.0;518.0;0.0;17.39;Apartamento
Apartamento;Barra da Tijuca;2;0;0;97;3800.0;1520.0;0.0;39.18;Apartamento
Apartamento;Lagoa;2;1;0;81;3800.0;770.0;0.0;46.91;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;87;1600.0;521.0;0.0;18.39;Apartamento
Apartamento;Copacabana;2;1;0;80;2300.0;700.0;260.0;28.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;900.0;400.0;0.0;15.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;62;1700.0;915.0;145.0;27.42;Apartamento
Apartamento;Jacarepaguá;3;1;1;82;2600.0;757.0;85.0;31.71;Apartamento
Apartamento;Tijuca;2;1;0;88;1200.0;640.0;0.0;13.64;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;1100.0;32.86;Apartamento
Apartamento;Tijuca;3;0;0;80;1300.0;748.0;75.0;16.25;Apartamento
Casa;Cachambi;2;1;1;77;1300.0;0.0;0.0;16.88;Casa
Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1080.0;270.0;29.59;Apartamento
Apartamento;Santa Teresa;3;0;1;100;2250.0;420.0;50.0;22.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1900.0;583.0;197.0;20.0;Apartamento
Apartamento;Tijuca;2;0;0;70;1900.0;250.0;60.0;27.14;Apartamento
Apartamento;Catete;2;0;1;71;2000.0;725.0;0.0;28.17;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;4000.0;2597.0;0.0;44.44;Apartamento
Apartamento;São Francisco Xavier;3;0;1;73;1500.0;300.0;0.0;20.55;Apartamento
Apartamento;Méier;2;0;0;64;1100.0;685.0;0.0;17.19;Apartamento
Apartamento;Leblon;3;1;0;100;6000.0;1711.0;213.0;60.0;Apartamento
Apartamento;Leblon;2;1;0;77;4000.0;1133.0;2000.0;51.95;Apartamento
Apartamento;Barra da Tijuca;2;2;0;60;1400.0;790.0;0.0;23.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;1800.0;1360.0;340.0;22.5;Apartamento
Apartamento;Ipanema;2;1;0;75;2900.0;750.0;162.0;38.67;Apartamento
Apartamento;Camorim;3;1;1;75;1700.0;600.0;80.0;22.67;Apartamento
Apartamento;Barra da Tijuca;1;1;0;64;1600.0;960.0;180.0;25.0;Apartamento
Apartamento;Engenho Novo;2;1;0;60;1000.0;400.0;0.0;16.67;Apartamento
Apartamento;Jacarepaguá;3;1;1;100;2400.0;1400.0;0.0;24.0;Apartamento
Apartamento;Grajaú;3;2;1;99;2300.0;820.0;0.0;23.23;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2300.0;1000.0;0.0;28.75;Apartamento
Apartamento;Urca;2;0;0;65;2700.0;715.0;126.0;41.54;Apartamento
Apartamento;Engenho Novo;2;1;1;65;1200.0;500.0;39.0;18.46;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;96;2000.0;610.0;115.0;20.83;Apartamento
Apartamento;Santa Teresa;2;0;0;60;1500.0;412.0;0.0;25.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;75;1300.0;580.0;75.0;17.33;Apartamento
Apartamento;Vaz Lobo;2;0;0;65;600.0;350.0;1.0;9.23;Apartamento
Apartamento;Bonsucesso;2;0;0;64;1000.0;415.0;0.0;15.62;Apartamento
Apartamento;Laranjeiras;3;1;1;93;3000.0;1500.0;0.0;32.26;Apartamento
Apartamento;Engenho Novo;2;0;0;86;1500.0;280.0;75.0;17.44;Apartamento
Apartamento;Copacabana;3;1;0;90;3900.0;1000.0;1.0;43.33;Apartamento
Apartamento;Jardim Guanabara;2;1;0;65;1300.0;540.0;0.0;20.0;Apartamento
Apartamento;Leblon;3;1;0;100;4000.0;1373.0;195.0;40.0;Apartamento
Apartamento;Tijuca;3;1;0;100;2300.0;766.0;0.0;23.0;Apartamento
Apartamento;Laranjeiras;2;1;0;82;2200.0;710.0;0.0;26.83;Apartamento
Apartamento;Riachuelo;3;1;1;89;1450.0;404.0;150.0;16.29;Apartamento
Apartamento;Leblon;3;1;1;100;5900.0;1200.0;0.0;59.0;Apartamento
Apartamento;Lagoa;2;1;1;90;3500.0;1330.0;305.0;38.89;Apartamento
Apartamento;Botafogo;2;1;1;75;3600.0;712.0;181.0;48.0;Apartamento
Apartamento;Botafogo;3;0;0;65;2500.0;645.0;126.0;38.46;Apartamento
Apartamento;Engenho de Dentro;2;1;0;65;1100.0;410.0;150.0;16.92;Apartamento
Apartamento;Taquara;2;1;0;62;900.0;260.0;0.0;14.52;Apartamento
Casa;Campo Grande;3;1;0;90;950.0;0.0;0.0;10.56;Casa
Apartamento;Ramos;3;0;0;80;1100.0;350.0;0.0;13.75;Apartamento
