Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Praça Seca;2;1;0;97;850.0;555.0;0.0;8.76;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2100.0;1140.0;184.0;26.25;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;1700.0;1476.0;0.0;22.37;Apartamento
Casa;Guaratiba;2;1;0;60;900.0;0.0;0.0;15.0;Casa
Casa;Pedra de Guaratiba;4;0;0;90;3500.0;0.0;0.0;38.89;Casa
Apartamento;Barra da Tijuca;2;1;1;74;3500.0;1100.0;0.0;47.3;Apartamento
Apartamento;Ipanema;3;1;0;90;6500.0;1200.0;150.0;72.22;Apartamento
Apartamento;Vila Isabel;3;0;0;70;1500.0;300.0;31.0;21.43;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1850.0;620.0;90.0;23.12;Apartamento
Apartamento;Copacabana;2;1;0;60;2600.0;1480.0;0.0;43.33;Apartamento
Apartamento;Copacabana;2;0;0;62;1600.0;1200.0;30.0;25.81;Apartamento
Apartamento;Méier;2;0;0;92;1400.0;520.0;123.0;15.22;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1700.0;450.0;0.0;18.89;Apartamento
Apartamento;Copacabana;2;1;1;87;3200.0;882.0;204.0;36.78;Apartamento
Apartamento;São Conrado;2;1;1;81;2499.0;1120.0;170.0;30.85;Apartamento
Apartamento;Gávea;2;1;0;80;2700.0;700.0;122.0;33.75;Apartamento
Apartamento;Tijuca;1;1;0;67;1500.0;705.0;67.0;22.39;Apartamento
Apartamento;Barra da Tijuca;1;1;1;66;3000.0;2300.0;700.0;45.45;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;512.0;14.0;15.71;Apartamento
Apartamento;Botafogo;2;1;0;66;2800.0;732.0;152.0;42.42;Apartamento
Casa;Vila da Penha;2;0;0;68;1000.0;0.0;0.0;14.71;Casa
Apartamento;Gávea;2;1;0;63;2900.0;690.0;159.0;46.03;Apartamento
Casa;Guaratiba;3;1;0;65;1000.0;0.0;0.0;15.38;Casa
Apartamento;Tijuca;3;1;1;81;2000.0;600.0;89.0;24.69;Apartamento
Apartamento;Lagoa;2;1;1;72;3100.0;890.0;243.0;43.06;Apartamento
Apartamento;Tijuca;3;1;1;94;3500.0;957.0;2200.0;37.23;Apartamento
Apartamento;Tijuca;2;0;0;80;1300.0;330.0;25.0;16.25;Apartamento
Casa;Irajá;2;1;0;60;600.0;0.0;0.0;10.0;Casa
Apartamento;Barra da Tijuca;1;1;1;82;1800.0;1300.0;150.0;21.95;Apartamento
Apartamento;Pechincha;2;1;0;80;1400.0;580.0;80.0;17.5;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;60;1000.0;546.0;13.0;16.67;Apartamento
Casa;Pedra de Guaratiba;2;0;0;80;800.0;100.0;0.0;10.0;Casa
Apartamento;Copacabana;3;1;1;100;3200.0;1120.0;0.0;32.0;Apartamento
Apartamento;Barra da Tijuca;1;2;1;100;3300.0;1900.0;500.0;33.0;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;219.0;33.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;32.1;Apartamento
Apartamento;Flamengo;1;1;0;65;2800.0;1000.0;200.0;43.08;Apartamento
Casa;Campo Grande;2;0;1;60;800.0;0.0;0.0;13.33;Casa
Apartamento;Barra da Tijuca;1;1;0;72;1900.0;1050.0;220.0;26.39;Apartamento
Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0;13.33;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;13.89;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;850.0;160.0;26.67;Apartamento
Apartamento;Jacarepaguá;2;1;1;71;1700.0;400.0;0.0;23.94;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;15.48;Apartamento
Apartamento;São Cristóvão;2;1;1;66;1900.0;649.0;55.0;28.79;Apartamento
Apartamento;Centro;2;0;0;75;1700.0;662.0;88.0;22.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;98;1700.0;1100.0;150.0;17.35;Apartamento
Apartamento;Tijuca;2;0;0;75;1600.0;210.0;51.0;21.33;Apartamento
Apartamento;Copacabana;3;1;0;100;3100.0;958.0;22210.0;31.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;25.88;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1700.0;1103.0;0.0;28.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;98;2700.0;1500.0;250.0;27.55;Apartamento
Apartamento;Barra da Tijuca;3;1;1;93;3000.0;1144.0;0.0;32.26;Apartamento
Apartamento;Barra da Tijuca;3;2;1;72;2700.0;660.0;90.0;37.5;Apartamento
Apartamento;Flamengo;2;0;1;100;4000.0;1198.0;328.0;40.0;Apartamento
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;44.44;Apartamento
Apartamento;Humaitá;2;1;1;70;3300.0;800.0;158.0;47.14;Apartamento
Apartamento;Botafogo;2;1;1;81;3200.0;990.0;145.0;39.51;Apartamento
Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;135.0;50.0;Apartamento
Apartamento;Tijuca;2;1;1;85;2000.0;700.0;90.0;23.53;Apartamento
Apartamento;Vila Isabel;2;1;2;72;1900.0;800.0;0.0;26.39;Apartamento
Apartamento;Catumbi;2;0;0;77;1400.0;297.0;14.0;18.18;Apartamento
Apartamento;Lagoa;2;1;0;72;2100.0;976.0;201.0;29.17;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;81;1800.0;1098.0;1910.0;22.22;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1680.0;1200.0;160.0;22.4;Apartamento
Apartamento;Copacabana;2;1;1;60;3000.0;1603.0;1088.0;50.0;Apartamento
Apartamento;Copacabana;2;0;0;90;1900.0;790.0;0.0;21.11;Apartamento
Apartamento;Barra da Tijuca;2;1;2;90;2700.0;1000.0;277.0;30.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3800.0;1100.0;206.0;48.72;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;1045.0;0.0;25.71;Apartamento
Casa;Campo Grande;3;1;0;80;1000.0;0.0;0.0;12.5;Casa
Apartamento;Tijuca;2;0;0;65;1800.0;360.0;202.0;27.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2050.0;980.0;950.0;29.71;Apartamento
Apartamento;Méier;2;0;0;64;950.0;200.0;0.0;14.84;Apartamento
Casa de Condomínio;Campo Grande;2;3;0;100;1400.0;85.0;0.0;14.0;Casa
Apartamento;Leblon;3;0;1;100;4500.0;1600.0;240.0;45.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;100.0;32.86;Apartamento
Apartamento;Ipanema;2;1;1;85;5800.0;2494.0;0.0;68.24;Apartamento
Apartamento;Ramos;2;1;0;67;900.0;470.0;0.0;13.43;Apartamento
Apartamento;Tijuca;4;1;1;98;2700.0;1380.0;140.0;27.55;Apartamento
Casa;Campo Grande;2;1;0;100;1200.0;0.0;0.0;12.0;Casa
Apartamento;Grajaú;2;0;0;65;1200.0;480.0;26.0;18.46;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1400.0;622.0;71.0;23.33;Apartamento
Apartamento;Leme;1;0;0;65;2800.0;590.0;90.0;43.08;Apartamento
Apartamento;Vila Isabel;2;0;0;60;1400.0;360.0;19.0;23.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1800.0;849.0;185.0;21.69;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1500.0;765.0;120.0;16.67;Apartamento
Apartamento;Andaraí;2;1;1;90;1700.0;900.0;0.0;18.89;Apartamento
Casa;Campo Grande;2;0;0;60;700.0;0.0;0.0;11.67;Casa
Apartamento;Barra da Tijuca;2;1;1;80;3000.0;957.0;194.0;37.5;Apartamento
Apartamento;Méier;2;1;0;71;1300.0;738.0;22.0;18.31;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;74;1100.0;300.0;0.0;14.86;Casa
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;69.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;1500.0;671.0;202.0;15.79;Apartamento
Apartamento;Jardim Botânico;2;1;1;100;3000.0;850.0;297.0;30.0;Apartamento
Apartamento;Copacabana;2;2;1;98;3300.0;1000.0;309.0;33.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;800.0;673.0;100.0;12.31;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2300.0;700.0;95.0;30.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;81;1700.0;9214.0;200.0;20.99;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2500.0;860.0;0.0;27.78;Apartamento
Apartamento;Vila Isabel;2;1;0;64;1500.0;725.0;62.0;23.44;Apartamento
Apartamento;Flamengo;2;1;1;80;3300.0;1305.0;180.0;41.25;Apartamento
Apartamento;Copacabana;3;0;0;90;3000.0;1300.0;200.0;33.33;Apartamento
Apartamento;Engenho de Dentro;3;1;1;67;1500.0;686.0;145.0;22.39;Apartamento
Apartamento;Sampaio;1;1;0;60;1000.0;400.0;0.0;16.67;Apartamento
Apartamento;Grajaú;2;0;0;77;1200.0;340.0;35.0;15.58;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2500.0;1500.0;0.0;29.41;Apartamento
Apartamento;Gávea;2;1;0;61;1900.0;880.0;136.0;31.15;Apartamento
Apartamento;Botafogo;2;0;1;87;3800.0;1154.0;234.0;43.68;Apartamento
Apartamento;Méier;2;1;0;71;1100.0;580.0;0.0;15.49;Apartamento
Apartamento;Leblon;2;2;1;94;7500.0;1211.0;0.0;79.79;Apartamento
Apartamento;Taquara;2;0;0;68;900.0;130.0;14.0;13.24;Apartamento
Apartamento;Campo Grande;2;0;0;60;650.0;330.0;0.0;10.83;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;1780.0;33.33;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;80;550.0;781.0;0.0;6.88;Apartamento
Apartamento;Barra da Tijuca;3;1;1;92;2450.0;1200.0;0.0;26.63;Apartamento
Apartamento;Ipanema;2;0;0;70;3100.0;1085.0;145.0;44.29;Apartamento
Apartamento;Barra da Tijuca;2;2;1;70;2500.0;900.0;90.0;35.71;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;2850.0;587.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;78;2000.0;944.0;150.0;25.64;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;32.1;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;86;1500.0;660.0;85.0;17.44;Apartamento
Apartamento;São Conrado;2;2;1;100;8500.0;1600.0;840.0;85.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;78;1800.0;830.0;101.0;23.08;Apartamento
Apartamento;Cachambi;2;1;0;81;1200.0;650.0;0.0;14.81;Apartamento
Apartamento;Cachambi;2;1;1;68;999.0;451.0;50.0;14.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2400.0;1404.0;0.0;25.81;Apartamento
Apartamento;Copacabana;2;0;0;100;4000.0;817.0;230.0;40.0;Apartamento
Apartamento;Vila Isabel;3;1;0;100;1800.0;155.0;96.0;18.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1700.0;939.0;23.0;26.56;Apartamento
Apartamento;Tijuca;3;0;0;100;2200.0;1040.0;0.0;22.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;90;3000.0;1200.0;380.0;33.33;Apartamento
Apartamento;Botafogo;2;1;0;79;4315.0;1110.0;188.0;54.62;Apartamento
Apartamento;Copacabana;3;0;1;100;2700.0;1200.0;150.0;27.0;Apartamento
Apartamento;Botafogo;2;1;0;60;2200.0;880.0;0.0;36.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1300.0;888.0;0.0;16.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;93;2200.0;1103.0;159.0;23.66;Apartamento
Apartamento;Tijuca;2;1;0;75;1800.0;350.0;64.0;24.0;Apartamento
Apartamento;Flamengo;2;1;1;69;2700.0;920.0;75.0;39.13;Apartamento
Apartamento;Ipanema;2;0;0;85;3550.0;720.0;0.0;41.76;Apartamento
Apartamento;Botafogo;3;2;1;95;5000.0;1130.0;261.0;52.63;Apartamento
Apartamento;Tijuca;2;0;0;64;1000.0;470.0;70.0;15.62;Apartamento
Apartamento;Barra da Tijuca;2;1;1;95;2971.0;1800.0;0.0;31.27;Apartamento
Apartamento;Leblon;2;1;2;73;6000.0;1450.0;0.0;82.19;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1750.0;790.0;139.0;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2300.0;806.0;0.0;28.05;Apartamento
Apartamento;Maracanã;2;0;0;60;1700.0;200.0;46.0;28.33;Apartamento
Apartamento;Copacabana;2;0;0;67;2500.0;535.0;144.0;37.31;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;800.0;175.0;28.57;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1600.0;750.0;60.0;22.86;Apartamento
Apartamento;Leblon;2;1;1;93;4200.0;1128.0;250.0;45.16;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2300.0;900.0;0.0;28.75;Apartamento
Apartamento;Jardim Botânico;2;0;0;68;2900.0;330.0;81.0;42.65;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;0.0;24.62;Apartamento
Apartamento;Ipanema;2;0;0;90;3600.0;1200.0;140.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2300.0;400.0;180.0;24.21;Apartamento
Casa;Campo Grande;2;1;0;90;1300.0;0.0;0.0;14.44;Casa
Apartamento;Copacabana;2;1;1;93;3200.0;800.0;200.0;34.41;Apartamento
Apartamento;Barra da Tijuca;2;1;0;70;3500.0;800.0;0.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2500.0;600.0;0.0;35.71;Apartamento
Casa de Condomínio;São Francisco Xavier;2;1;0;70;1100.0;0.0;0.0;15.71;Casa
Apartamento;Leme;1;0;0;65;3000.0;590.0;90.0;46.15;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;1000.0;200.0;20.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;2000.0;998.0;208.0;26.67;Apartamento
Casa;Vaz Lobo;2;1;0;98;990.0;0.0;0.0;10.1;Casa
Casa de Condomínio;Campo Grande;2;1;0;70;900.0;200.0;0.0;12.86;Casa
Apartamento;Barra da Tijuca;2;1;1;80;4000.0;1030.0;150.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;980.0;70.0;32.86;Apartamento
Apartamento;Estácio;2;0;0;72;1100.0;425.0;13.0;15.28;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;180.0;16.0;18.46;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;83;1800.0;616.0;186.0;21.69;Apartamento
Apartamento;Madureira;2;2;0;60;1500.0;455.0;0.0;25.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1700.0;1355.0;299.0;25.0;Apartamento
Apartamento;Engenho de Dentro;2;1;0;70;1000.0;550.0;0.0;14.29;Apartamento
Apartamento;Vila Isabel;2;1;0;69;2200.0;518.0;101.0;31.88;Apartamento
Apartamento;Copacabana;2;1;1;81;3500.0;1050.0;230.0;43.21;Apartamento
Apartamento;Curicica;2;1;1;60;1200.0;680.0;80.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2300.0;700.0;120.0;25.56;Apartamento
Apartamento;Praça da Bandeira;3;0;0;68;1600.0;550.0;48.0;23.53;Apartamento
Apartamento;Ipanema;2;1;0;70;3700.0;850.0;0.0;52.86;Apartamento
Casa;Pedra de Guaratiba;2;1;0;60;800.0;0.0;0.0;13.33;Casa
Apartamento;Catete;2;0;0;65;3200.0;455.0;75.0;49.23;Apartamento
Apartamento;Jardim Guanabara;2;1;0;99;1600.0;330.0;0.0;16.16;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;3000.0;925.0;0.0;30.0;Apartamento
Apartamento;Copacabana;2;0;0;92;3000.0;724.0;149.0;32.61;Apartamento
Apartamento;Barra da Tijuca;1;1;0;80;2000.0;2000.0;0.0;25.0;Apartamento
Apartamento;Copacabana;1;0;0;60;1600.0;540.0;27.0;26.67;Apartamento
Apartamento;Urca;2;0;0;75;2700.0;715.0;0.0;36.0;Apartamento
Apartamento;Copacabana;3;0;0;74;2500.0;750.0;152.0;33.78;Apartamento
Apartamento;Anil;2;1;0;73;1390.0;540.0;15.0;19.04;Apartamento
Apartamento;Laranjeiras;2;1;1;87;2800.0;1136.0;174.0;32.18;Apartamento
Apartamento;Méier;2;1;0;77;1100.0;331.0;51.0;14.29;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;60;900.0;300.0;10.0;15.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;12.0;22.86;Apartamento
Apartamento;Penha;2;0;0;80;1100.0;265.0;0.0;13.75;Apartamento
Apartamento;Urca;2;1;0;70;3200.0;500.0;170.0;45.71;Apartamento
Apartamento;Tijuca;2;0;0;68;1800.0;400.0;24.0;26.47;Apartamento
Apartamento;Ipanema;2;1;0;85;4300.0;800.0;120.0;50.59;Apartamento
Apartamento;Ipanema;2;1;1;60;5000.0;1090.0;1144.0;83.33;Apartamento
Apartamento;Maracanã;3;1;1;92;2300.0;719.0;100.0;25.0;Apartamento
Casa de Vila;Tijuca;2;0;0;78;1700.0;35.0;0.0;21.79;Casa
Apartamento;Laranjeiras;2;0;0;72;3200.0;400.0;0.0;44.44;Apartamento
Apartamento;Flamengo;2;1;0;65;1900.0;700.0;100.0;29.23;Apartamento
Apartamento;Lapa;2;0;0;60;1500.0;538.0;500.0;25.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2400.0;1046.0;0.0;28.24;Apartamento
Apartamento;Botafogo;2;0;1;90;4500.0;900.0;230.0;50.0;Apartamento
Apartamento;Ipanema;2;0;0;60;3500.0;752.0;1510.0;58.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1000.0;200.0;20.0;14.29;Apartamento
Apartamento;Urca;2;0;0;64;2200.0;715.0;126.0;34.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2250.0;1306.0;0.0;26.79;Apartamento
Apartamento;Irajá;2;1;0;80;1100.0;350.0;0.0;13.75;Apartamento
Apartamento;Santa Teresa;3;0;0;75;2000.0;570.0;0.0;26.67;Apartamento
Apartamento;Copacabana;2;0;0;76;2000.0;900.0;100.0;26.32;Apartamento
Apartamento;Jacarepaguá;2;1;1;90;1950.0;650.0;150.0;21.67;Apartamento
Apartamento;Copacabana;2;1;0;75;2800.0;950.0;130.0;37.33;Apartamento
Apartamento;Ipanema;2;1;1;85;4200.0;1160.0;151.0;49.41;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;63;1600.0;450.0;85.0;25.4;Apartamento
Apartamento;Grajaú;2;0;0;63;1400.0;180.0;25.0;22.22;Apartamento
Apartamento;Copacabana;2;1;1;85;5300.0;1000.0;150.0;62.35;Apartamento
Apartamento;Jardim Botânico;1;1;0;72;3000.0;938.0;0.0;41.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;1100.0;0.0;24.29;Apartamento
Apartamento;Tijuca;2;1;1;89;2200.0;820.0;0.0;24.72;Apartamento
Apartamento;São Conrado;2;1;1;85;4000.0;850.0;0.0;47.06;Apartamento
Apartamento;Maracanã;3;0;0;75;1600.0;350.0;0.0;21.33;Apartamento
Apartamento;Ipanema;2;1;1;100;15000.0;4250.0;588.0;150.0;Apartamento
Apartamento;Méier;2;0;0;70;1000.0;525.0;55.0;14.29;Apartamento
Casa de Condomínio;Vargem Grande;2;1;0;75;2000.0;580.0;0.0;26.67;Casa
Apartamento;Andaraí;2;1;0;75;1500.0;648.0;98.0;20.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;980.0;0.0;32.86;Apartamento
Apartamento;Vila Isabel;2;0;0;65;1000.0;436.0;21.0;15.38;Apartamento
Apartamento;Ipanema;2;0;1;82;7000.0;900.0;150.0;85.37;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;1300.0;1050.0;150.0;20.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1800.0;980.0;49.0;28.12;Apartamento
Apartamento;Praça da Bandeira;2;1;0;72;2000.0;703.0;97.0;27.78;Apartamento
Apartamento;Vila Isabel;2;1;0;65;2000.0;494.0;69.0;30.77;Apartamento
Apartamento;Ipanema;2;0;0;70;3100.0;700.0;223.0;44.29;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1400.0;349.0;46.0;23.33;Apartamento
Apartamento;Lagoa;1;1;0;70;3000.0;1135.0;260.0;42.86;Apartamento
Apartamento;Jardim Botânico;1;1;1;60;2500.0;1400.0;110.0;41.67;Apartamento
Apartamento;Copacabana;2;0;0;63;2000.0;687.0;67.0;31.75;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1100.0;2000.0;50.0;Apartamento
Apartamento;Tijuca;1;1;0;64;1850.0;738.0;123.0;28.91;Apartamento
Apartamento;Vila Valqueire;3;1;0;97;1700.0;330.0;1.0;17.53;Apartamento
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0;49.44;Apartamento
Apartamento;Santa Teresa;2;0;0;95;2000.0;230.0;0.0;21.05;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;80;1400.0;950.0;100.0;17.5;Apartamento
Apartamento;Ipanema;3;0;0;85;3500.0;895.0;223.0;41.18;Apartamento
Apartamento;Vila Kosmos;2;0;0;65;1000.0;250.0;0.0;15.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1800.0;1400.0;0.0;21.69;Apartamento
Apartamento;São Cristóvão;2;1;0;80;1500.0;438.0;125.0;18.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1060.0;266.0;27.78;Apartamento
Apartamento;Ipanema;3;1;2;100;7000.0;800.0;174.0;70.0;Apartamento
Apartamento;Ipanema;2;1;0;68;2700.0;750.0;86.0;39.71;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2500.0;1180.0;2096.0;26.32;Apartamento
Apartamento;Andaraí;1;1;0;60;1400.0;510.0;51.0;23.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;900.0;145.0;38.46;Apartamento
Apartamento;Humaitá;3;2;1;100;4300.0;1545.0;297.0;43.0;Apartamento
Apartamento;Ipanema;2;1;1;60;10000.0;2000.0;3600.0;166.67;Apartamento
Apartamento;Engenho de Dentro;2;0;0;65;800.0;285.0;0.0;12.31;Apartamento
Apartamento;Botafogo;1;1;1;60;3800.0;1275.0;80.0;63.33;Apartamento
Apartamento;Copacabana;2;1;0;80;3500.0;1100.0;101.0;43.75;Apartamento
Apartamento;Copacabana;2;0;1;70;4900.0;1500.0;550.0;70.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2000.0;750.0;205.0;23.81;Apartamento
Apartamento;Copacabana;1;1;0;70;2500.0;765.0;0.0;35.71;Apartamento
Apartamento;Leme;2;0;0;88;3000.0;715.0;225.0;34.09;Apartamento
Apartamento;Irajá;2;0;0;65;1000.0;260.0;0.0;15.38;Apartamento
Apartamento;Laranjeiras;3;1;0;100;3500.0;785.0;115.0;35.0;Apartamento
Apartamento;Gávea;2;0;0;84;2700.0;768.0;132.0;32.14;Apartamento
Casa;Campo Grande;2;1;0;80;900.0;0.0;0.0;11.25;Casa
Apartamento;Copacabana;2;1;0;67;2300.0;757.0;152.0;34.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2500.0;1350.0;250.0;26.88;Apartamento
Apartamento;Pechincha;2;1;1;69;1350.0;707.0;73.0;19.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0;25.0;Apartamento
Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0;23.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;0.0;20.53;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;0.0;36.76;Apartamento
Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0;40.0;Apartamento
Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0;39.0;Apartamento
Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0;21.25;Apartamento
Apartamento;Urca;2;0;1;100;4400.0;373.0;0.0;44.0;Apartamento
Apartamento;Botafogo;2;0;0;62;2800.0;790.0;0.0;45.16;Apartamento
Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0;33.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0;24.71;Apartamento
Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0;32.18;Apartamento
Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;0.0;25.71;Apartamento
Apartamento;Maria da Graça;2;0;0;74;1100.0;300.0;118.0;14.86;Apartamento
Apartamento;Centro;1;0;0;60;2000.0;500.0;0.0;33.33;Apartamento
Casa;Pechincha;2;0;1;60;1550.0;100.0;0.0;25.83;Casa
Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0;42.68;Apartamento
Apartamento;Leme;3;1;1;100;4800.0;1000.0;200.0;48.0;Apartamento
Apartamento;Ipanema;2;1;1;80;15000.0;3600.0;0.0;187.5;Apartamento
Apartamento;Rio Comprido;2;1;1;75;1300.0;850.0;0.0;17.33;Apartamento
Apartamento;Vila Isabel;2;1;1;86;1500.0;834.0;86.0;17.44;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1450.0;500.0;0.0;24.17;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0;25.4;Apartamento
Apartamento;Centro;2;0;0;75;2500.0;662.0;80.0;33.33;Apartamento
Apartamento;Grajaú;2;1;1;71;980.0;646.0;97.0;13.8;Apartamento
Apartamento;Jardim Botânico;2;1;1;90;4500.0;1500.0;338.0;50.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;78;1200.0;605.0;78.0;15.38;Apartamento
Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0;23.88;Apartamento
Apartamento;Jardim Guanabara;1;1;0;65;1550.0;285.0;25.0;23.85;Apartamento
Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0;29.17;Apartamento
Apartamento;Vila Isabel;2;1;1;76;1500.0;840.0;71.0;19.74;Apartamento
Casa de Condomínio;Jacarepaguá;2;1;1;90;1700.0;208.0;35.0;18.89;Casa
Apartamento;Grajaú;2;1;1;76;1300.0;940.0;0.0;17.11;Apartamento
Apartamento;Estácio;2;1;1;86;1700.0;840.0;120.0;19.77;Apartamento
Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0;21.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;0.0;28.57;Apartamento
