Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Barra da Tijuca;2;2;1;75;3500.0;3113.0;380.0
Apartamento;Jardim Guanabara;2;1;0;70;1700.0;400.0;100.0
Casa;Campo Grande;2;1;0;75;1000.0;;
Apartamento;Botafogo;3;1;1;95;3200.0;902.0;152.0
Apartamento;Barra da Tijuca;3;1;1;74;1800.0;620.0;
Apartamento;Vila Isabel;1;1;0;70;1200.0;770.0;
Apartamento;Barra da Tijuca;2;1;1;87;2200.0;788.0;
Apartamento;Flamengo;2;1;0;60;2340.0;760.0;104.0
Apartamento;Leblon;3;1;1;82;4200.0;1180.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;900.0;131.0
Apartamento;Méier;3;0;0;70;1400.0;;
Apartamento;Recreio dos Bandeirantes;3;2;1;70;1500.0;738.0;142.0
Apartamento;Méier;3;2;1;100;2700.0;826.0;16.0
Apartamento;Grajaú;2;0;0;66;1350.0;540.0;
Apartamento;Engenho de Dentro;3;1;1;60;1500.0;506.0;38.0
Apartamento;Engenho Novo;2;1;0;63;1200.0;499.0;
Apartamento;Barra da Tijuca;2;1;1;68;2400.0;650.0;100.0
Apartamento;Botafogo;2;1;0;100;4000.0;1200.0;130.0
Apartamento;Tomás Coelho;1;0;0;65;800.0;;
Apartamento;Estácio;2;1;1;84;1600.0;840.0;
Apartamento;Engenho Novo;2;0;0;68;800.0;440.0;
Apartamento;Olaria;2;0;1;60;900.0;;
Apartamento;Jardim Botânico;2;1;1;84;3500.0;1100.0;260.0
Apartamento;Todos os Santos;3;1;1;75;1500.0;462.0;73.0
Apartamento;Jacarepaguá;2;1;1;67;2200.0;699.0;74.0
Apartamento;Copacabana;2;0;0;70;2400.0;500.0;90.0
Apartamento;Tijuca;3;0;1;90;1500.0;935.0;97.0
Apartamento;Botafogo;2;0;0;67;2300.0;600.0;97.0
Apartamento;Recreio dos Bandeirantes;3;1;1;83;1800.0;950.0;213.0
Apartamento;Colégio;2;1;0;75;990.0;;
Apartamento;Maracanã;2;0;1;75;1800.0;600.0;410.0
Apartamento;Barra da Tijuca;2;2;1;89;1700.0;1350.0;80.0
Apartamento;Copacabana;3;0;0;100;2500.0;1055.0;300.0
Apartamento;Copacabana;2;0;0;62;2200.0;883.0;96.0
Apartamento;Urca;32;0;1;70;4000.0;;
Apartamento;Tijuca;3;0;0;80;2500.0;450.0;65.0
Apartamento;Copacabana;2;0;1;98;5000.0;600.0;220.0
Apartamento;Grajaú;2;1;1;75;1800.0;950.0;
Apartamento;Ipanema;2;1;0;90;7000.0;;
Apartamento;Campo Grande;2;0;0;60;750.0;210.0;
Apartamento;Vila Isabel;1;1;0;71;1500.0;630.0;79.0
Apartamento;Ipanema;2;1;1;86;10000.0;;
Apartamento;Barra da Tijuca;1;1;1;80;3300.0;1500.0;300.0
Apartamento;Jacarepaguá;2;1;1;70;2500.0;410.0;78.0
Apartamento;Del Castilho;2;1;0;60;1200.0;500.0;25.0
Apartamento;Jacarepaguá;3;1;1;82;2200.0;730.0;120.0
Apartamento;Recreio dos Bandeirantes;3;1;1;76;1800.0;850.0;120.0
Apartamento;Vila da Penha;2;0;0;60;950.0;30.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;1222.0;158.0
Apartamento;Recreio dos Bandeirantes;2;2;0;88;1300.0;1026.0;368.0
Apartamento;Barra da Tijuca;1;1;1;64;2000.0;1130.0;290.0
Apartamento;Recreio dos Bandeirantes;2;3;1;80;1600.0;530.0;1344.0
Casa de Condomínio;Campo Grande;2;1;2;80;1200.0;150.0;
Apartamento;Barra da Tijuca;2;1;1;98;1650.0;980.0;144.0
Apartamento;Ipanema;2;0;0;62;3500.0;780.0;
Casa de Condomínio;Madureira;2;0;0;70;900.0;;68.0
Apartamento;Tijuca;3;0;0;100;1990.0;;29.0
Apartamento;Barra da Tijuca;2;1;2;90;2300.0;1510.0;2496.0
Apartamento;Tijuca;2;0;0;79;1650.0;250.0;82.0
Apartamento;Barra da Tijuca;2;1;2;82;2600.0;1470.0;247.0
Apartamento;Campo Grande;3;1;0;65;900.0;130.0;
Apartamento;Freguesia (Jacarepaguá);2;1;2;78;2000.0;650.0;
Apartamento;Barra da Tijuca;1;1;1;74;1900.0;1300.0;
Apartamento;Pechincha;3;1;1;73;1600.0;750.0;
Apartamento;Barra da Tijuca;3;1;3;80;3000.0;1200.0;
Apartamento;Lins de Vasconcelos;2;1;1;73;1400.0;509.0;91.0
Casa;Vaz Lobo;1;1;0;80;800.0;;75.0
Apartamento;Vaz Lobo;2;0;0;60;680.0;198.0;
Apartamento;Barra da Tijuca;2;1;1;69;3000.0;850.0;1400.0
Apartamento;Tijuca;2;1;0;65;1500.0;658.0;80.0
Apartamento;Laranjeiras;2;1;0;75;2200.0;895.0;
Apartamento;Botafogo;3;1;0;94;3200.0;1500.0;137.0
Apartamento;Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0
Apartamento;Catete;2;0;0;70;1800.0;750.0;100.0
Apartamento;Barra da Tijuca;3;2;1;89;1900.0;770.0;116.0
Apartamento;Barra da Tijuca;3;2;1;80;1690.0;1100.0;130.0
Apartamento;Engenho Novo;2;1;0;91;1400.0;694.0;75.0
Apartamento;Tijuca;2;1;0;70;1800.0;255.0;40.0
Apartamento;Flamengo;2;0;0;84;2200.0;679.0;161.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1300.0;846.0;
Apartamento;Campo Grande;2;1;1;60;800.0;180.0;
Apartamento;Ipanema;2;2;1;85;5500.0;2600.0;350.0
Apartamento;Ipanema;2;0;0;90;3000.0;1100.0;210.0
Apartamento;Gávea;3;1;1;100;5000.0;1100.0;170.0
Apartamento;Barra da Tijuca;2;1;1;90;2000.0;1300.0;283.0
Apartamento;Flamengo;2;1;1;99;3500.0;745.0;215.0
Apartamento;Madureira;2;1;0;60;1000.0;;
Apartamento;Recreio dos Bandeirantes;2;1;1;87;1200.0;1032.0;
Casa;Campo Grande;3;1;1;100;1800.0;;
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1800.0;750.0;
Apartamento;Centro;2;0;0;70;1500.0;530.0;60.0
Apartamento;Inhaúma;2;2;0;70;1800.0;;
Apartamento;Tijuca;2;0;0;64;1600.0;446.0;47.0
Apartamento;Barra da Tijuca;1;2;0;70;2500.0;1500.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;69;1900.0;680.0;156.0
Apartamento;Catete;2;0;0;70;2450.0;400.0;25.0
Apartamento;Recreio dos Bandeirantes;3;2;3;93;2500.0;470.0;
Apartamento;Barra da Tijuca;2;2;1;78;2000.0;3114.0;405.0
Apartamento;Leme;3;1;0;88;2000.0;391.0;56.0
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;1400.0;106.0
Apartamento;Maracanã;2;1;1;80;1800.0;1120.0;134.0
Apartamento;Vila Isabel;1;1;0;60;1250.0;420.0;20.0
Apartamento;Campo Grande;2;1;0;60;750.0;215.0;
Apartamento;Laranjeiras;2;0;1;90;3300.0;1865.0;258.0
Apartamento;Grajaú;2;1;0;70;1800.0;550.0;102.0
Apartamento;Recreio dos Bandeirantes;2;1;1;100;1650.0;700.0;150.0
Casa de Vila;Anchieta;2;1;0;80;1000.0;;
Apartamento;Copacabana;3;1;0;100;3200.0;700.0;100.0
Apartamento;Méier;3;0;0;100;1500.0;100.0;
Apartamento;Ipanema;2;1;0;70;3600.0;644.0;128.0
Apartamento;Vila Isabel;2;1;0;80;1600.0;550.0;
Apartamento;Vila Valqueire;2;1;0;72;800.0;150.0;12.0
Apartamento;Barra da Tijuca;3;2;1;90;3000.0;1000.0;
Apartamento;Humaitá;2;1;0;90;2900.0;815.0;96.0
Casa de Vila;Freguesia (Jacarepaguá);2;0;0;61;1100.0;30.0;13.0
Apartamento;Rocha;3;1;0;81;1400.0;655.0;16.0
Apartamento;Copacabana;2;2;1;100;3600.0;750.0;150.0
Apartamento;Botafogo;2;1;1;78;3000.0;940.0;181.0
Apartamento;Flamengo;3;1;0;100;3000.0;900.0;200.0
Apartamento;Recreio dos Bandeirantes;3;2;1;74;1500.0;1071.0;163.0
Apartamento;Barra da Tijuca;3;1;1;73;1700.0;616.0;29.0
Apartamento;Leme;2;0;0;84;3000.0;720.0;130.0
Casa;Laranjeiras;4;0;2;85;8900.0;;
Apartamento;Cachambi;2;1;0;60;950.0;652.0;
Apartamento;Humaitá;3;1;1;80;4500.0;1621.0;240.0
Apartamento;Copacabana;3;1;0;90;3200.0;700.0;180.0
Apartamento;Campo Grande;2;0;0;66;950.0;75.0;
Apartamento;Copacabana;3;1;0;92;2500.0;1100.0;110.0
Apartamento;Barra da Tijuca;3;2;1;100;3000.0;1200.0;
Apartamento;Méier;2;1;0;66;1250.0;440.0;36.0
Apartamento;Taquara;2;1;1;68;1250.0;520.0;81.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;90;1800.0;805.0;155.0
Apartamento;Tijuca;2;1;1;95;1700.0;856.0;111.0
Apartamento;Camorim;2;1;1;67;1700.0;800.0;90.0
Apartamento;Recreio dos Bandeirantes;2;1;1;78;2000.0;700.0;
Apartamento;Botafogo;2;0;0;70;3400.0;650.0;
Apartamento;Copacabana;2;1;0;67;2400.0;1095.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;63;1300.0;545.0;
Apartamento;Madureira;3;1;1;60;1450.0;372.0;
Apartamento;Laranjeiras;2;1;1;76;3300.0;1123.0;229.0
Apartamento;Copacabana;3;1;1;92;2500.0;1100.0;1512.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;500.0;
Apartamento;Barra da Tijuca;2;1;1;86;2900.0;1080.0;160.0
Apartamento;Flamengo;2;0;0;60;1900.0;1089.0;118.0
Apartamento;Recreio dos Bandeirantes;2;1;1;99;2300.0;800.0;1913.0
Apartamento;Campo Grande;2;0;0;80;1100.0;;
Apartamento;Humaitá;2;0;0;60;2500.0;650.0;99.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;90;1900.0;1075.0;99.0
Apartamento;Leblon;2;1;0;60;3900.0;1221.0;203.0
Apartamento;Ipanema;2;1;1;86;12000.0;;
Casa;Vargem Grande;2;1;1;78;1500.0;;
Apartamento;Jardim Guanabara;2;1;0;70;1700.0;450.0;30.0
Apartamento;Leme;2;0;0;75;2800.0;918.0;
Apartamento;Ipanema;3;0;0;90;2500.0;1310.0;223.0
Apartamento;Flamengo;2;0;0;70;1500.0;1027.0;
Apartamento;Leblon;2;2;1;88;4500.0;1900.0;390.0
Apartamento;Tijuca;2;0;0;79;1200.0;917.0;91.0
Apartamento;Copacabana;2;0;0;60;2500.0;520.0;
Apartamento;Botafogo;1;1;0;100;2500.0;935.0;155.0
Apartamento;Andaraí;2;0;0;64;1600.0;270.0;47.0
Apartamento;Copacabana;2;1;0;73;2900.0;1150.0;
Apartamento;Méier;2;1;0;65;1100.0;765.0;
Casa de Condomínio;Icaraí;3;2;0;88;2100.0;430.0;320.0
Apartamento;Campo Grande;3;1;0;65;900.0;130.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1300.0;770.0;137.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;733.0;137.0
Apartamento;Catumbi;2;0;0;75;1200.0;460.0;
Apartamento;Piedade;3;0;0;75;950.0;87.0;14.0
Apartamento;Engenho de Dentro;2;1;0;65;1200.0;618.0;
Apartamento;Ipanema;3;0;0;90;2800.0;1400.0;180.0
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0
Apartamento;Copacabana;3;1;0;90;3000.0;1102.0;251.0
Apartamento;Méier;2;1;0;60;1200.0;700.0;30.0
Apartamento;Humaitá;2;1;0;62;2200.0;1060.0;132.0
Apartamento;Ilha do Governador;2;1;0;60;1000.0;396.0;21.0
Apartamento;Botafogo;2;1;0;87;3000.0;780.0;
Apartamento;Vila Valqueire;2;1;0;80;1200.0;300.0;
Apartamento;Flamengo;2;1;0;65;2699.0;660.0;98.0
Apartamento;Campo Grande;2;1;0;60;900.0;600.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;1200.0;600.0;50.0
Apartamento;Leme;2;0;0;87;2600.0;715.0;153.0
Apartamento;Abolição;2;2;0;81;850.0;350.0;49.0
Apartamento;Barra da Tijuca;2;1;1;68;1500.0;1400.0;
Apartamento;Ipanema;2;1;1;95;9500.0;3700.0;540.0
Apartamento;Ipanema;2;1;1;100;7500.0;2495.0;
Casa;Campo Grande;2;1;0;90;1500.0;;
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2300.0;350.0;
Apartamento;Leblon;2;2;2;80;6000.0;1800.0;
Apartamento;Jardim Botânico;2;1;0;92;4600.0;800.0;200.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;2000.0;680.0;100.0
Apartamento;Andaraí;2;0;0;76;1200.0;250.0;
Casa;Vila Isabel;3;0;0;100;3000.0;;2190.0
Apartamento;Botafogo;2;0;0;91;2800.0;350.0;
Apartamento;São Conrado;2;2;1;85;2500.0;1162.0;193.0
Apartamento;Campo Grande;2;1;0;65;800.0;330.0;
Apartamento;Ipanema;2;3;1;100;5800.0;3900.0;450.0
Apartamento;Barra da Tijuca;2;1;1;76;1900.0;1400.0;
Apartamento;Ipanema;2;1;1;70;5000.0;2650.0;
Apartamento;Bonsucesso;2;1;0;60;1300.0;200.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1900.0;650.0;100.0
Casa;Campo Grande;2;0;0;70;900.0;;30.0
Apartamento;Leme;1;0;0;60;2200.0;600.0;76.0
Apartamento;Vila da Penha;2;1;0;80;1100.0;380.0;
Apartamento;Taquara;2;0;2;65;1100.0;30.0;
Apartamento;Tijuca;2;0;0;80;1900.0;700.0;
Apartamento;Catete;3;0;0;95;2200.0;1043.0;96.0
Apartamento;Barra da Tijuca;2;1;1;70;1600.0;900.0;
Apartamento;Tijuca;2;1;0;68;1350.0;670.0;74.0
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1750.0;790.0;110.0
Apartamento;Tijuca;2;1;1;76;2500.0;930.0;92.0
Apartamento;Recreio dos Bandeirantes;2;1;1;78;2300.0;;
Apartamento;Bonsucesso;2;0;0;90;1200.0;270.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;64;1500.0;580.0;
Apartamento;Copacabana;2;0;0;72;3000.0;995.0;105.0
Apartamento;Vista Alegre;2;1;1;85;1300.0;500.0;
Apartamento;Vila Isabel;2;1;0;60;1600.0;754.0;23.0
Apartamento;Leme;2;0;0;75;2700.0;878.0;
Apartamento;São Francisco Xavier;2;2;0;74;1100.0;750.0;13.0
Apartamento;Tijuca;3;1;0;70;1700.0;790.0;113.0
Apartamento;Lagoa;3;1;0;94;4000.0;1000.0;252.0
Apartamento;Recreio dos Bandeirantes;2;1;1;60;1700.0;490.0;
Apartamento;Ipanema;2;2;2;85;7000.0;2050.0;308.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;830.0;100.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;95;1600.0;840.0;226.0
Apartamento;Lins de Vasconcelos;1;1;0;60;800.0;460.0;250.0
Apartamento;Vila Kosmos;3;1;0;85;1500.0;;
Apartamento;Copacabana;2;1;0;90;3400.0;;
Apartamento;Leblon;1;0;0;65;3600.0;600.0;120.0
Apartamento;Oswaldo Cruz;2;1;1;84;950.0;320.0;
Apartamento;Tijuca;2;1;0;88;1200.0;640.0;
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;150.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2000.0;820.0;222.0
Apartamento;Recreio dos Bandeirantes;3;1;1;87;3000.0;600.0;190.0
Apartamento;Jacarepaguá;2;1;1;70;2400.0;950.0;128.0
Apartamento;Botafogo;3;1;0;93;3200.0;750.0;122.0
Apartamento;Tijuca;3;1;0;95;2300.0;710.0;
Apartamento;Pechincha;2;1;0;66;1300.0;450.0;510.0
Apartamento;Rio Comprido;2;0;0;68;1000.0;580.0;15.0
Apartamento;Barra da Tijuca;2;1;1;70;5000.0;2700.0;258.0
Apartamento;Botafogo;2;1;0;70;2500.0;;
Apartamento;Barra da Tijuca;2;1;2;74;2300.0;1350.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;68;1200.0;582.0;62.0
Apartamento;Lapa;2;0;0;60;2400.0;700.0;
Apartamento;Centro;2;0;0;68;1700.0;283.0;12.0
Apartamento;Humaitá;3;1;0;90;2000.0;948.0;151.0
Apartamento;Barra da Tijuca;2;1;1;90;3200.0;1446.0;236.0
Apartamento;Higienópolis;2;0;0;60;850.0;230.0;
Casa de Condomínio;Senador Vasconcelos;2;1;0;70;900.0;;
Apartamento;Vila Valqueire;2;1;0;90;1000.0;345.0;
Apartamento;Botafogo;1;1;0;62;2600.0;650.0;100.0
Apartamento;Barra da Tijuca;2;1;1;75;1600.0;861.0;
Apartamento;Tijuca;2;0;0;60;1450.0;510.0;
Apartamento;Santa Teresa;2;0;1;65;2500.0;850.0;130.0
Apartamento;Tijuca;3;0;0;100;2200.0;600.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;800.0;130.0
Apartamento;Barra da Tijuca;3;1;1;76;1700.0;800.0;
Apartamento;Barra da Tijuca;2;1;1;96;3000.0;1500.0;1500.0
Apartamento;Jardim Botânico;3;0;0;100;3300.0;730.0;209.0
Apartamento;Tijuca;2;0;0;75;1800.0;400.0;
Apartamento;Lagoa;2;1;1;80;3000.0;1044.0;238.0
Apartamento;Leblon;3;1;0;80;3500.0;1040.0;249.0
Apartamento;Jacarepaguá;2;1;2;63;2000.0;690.0;
Apartamento;Botafogo;2;1;1;90;2500.0;1080.0;187.0
Apartamento;Vila Isabel;3;1;0;75;1600.0;774.0;
Apartamento;Ipanema;3;1;2;85;4500.0;1200.0;
Apartamento;Barra da Tijuca;2;1;1;66;2200.0;1073.0;
Apartamento;Inhaúma;2;1;0;60;750.0;250.0;
Apartamento;Copacabana;3;1;0;86;2200.0;1360.0;176.0
Apartamento;Méier;2;1;1;69;1300.0;686.0;52.0
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2200.0;750.0;175.0
Apartamento;Jacarepaguá;3;1;2;98;3500.0;600.0;
Apartamento;Pechincha;2;1;0;60;1150.0;640.0;
Casa de Condomínio;Inhaúma;2;1;0;81;1000.0;90.0;252.0
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1100.0;100.0
Apartamento;Botafogo;2;1;1;98;2800.0;1800.0;217.0
Apartamento;Ipanema;2;0;0;60;3000.0;550.0;80.0
Apartamento;Tijuca;2;0;0;60;1500.0;300.0;25.0
Apartamento;Leme;2;0;0;62;2300.0;999.0;131.0
Apartamento;Barra da Tijuca;3;2;0;89;2150.0;1200.0;219.0
Apartamento;Santa Teresa;3;0;0;90;2700.0;365.0;10.0
Apartamento;Barra da Tijuca;2;1;1;69;2800.0;1350.0;348.0
Apartamento;Leblon;1;1;1;95;5000.0;2880.0;351.0
Apartamento;Ipanema;2;1;0;85;4000.0;1200.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1700.0;800.0;125.0
Apartamento;Gávea;2;1;2;85;4250.0;1500.0;150.0
Apartamento;Copacabana;3;0;0;92;4200.0;720.0;
Apartamento;Tijuca;2;0;0;70;1750.0;410.0;64.0
Apartamento;Copacabana;2;1;0;100;4000.0;350.0;127.0
Casa;Méier;3;0;0;98;2200.0;;18.0
Apartamento;Santa Teresa;2;0;0;65;1000.0;420.0;12.0
Apartamento;Barra da Tijuca;3;1;1;90;3250.0;1650.0;180.0
Apartamento;Copacabana;2;1;0;80;3200.0;770.0;
Apartamento;Rocha Miranda;3;1;1;90;1200.0;250.0;
Apartamento;Vila Isabel;2;0;1;74;1500.0;849.0;91.0
Apartamento;Rio Comprido;3;1;1;79;2400.0;1095.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1850.0;780.0;1200.0
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1600.0;559.0;135.0
Apartamento;Leblon;2;2;1;85;3300.0;1948.0;
Apartamento;Leblon;3;1;1;94;11000.0;1900.0;
Apartamento;Jardim Botânico;2;1;1;70;3400.0;760.0;130.0
Apartamento;Tijuca;3;1;1;90;3000.0;900.0;
Apartamento;Leblon;2;1;0;65;2500.0;620.0;117.0
Apartamento;Copacabana;3;0;1;73;2300.0;1188.0;131.0
Apartamento;Grajaú;2;1;0;78;1500.0;802.0;40.0
Apartamento;Rio Comprido;2;1;1;76;1600.0;700.0;25.0
Casa de Condomínio;Campo Grande;2;1;0;90;600.0;300.0;
Apartamento;Taquara;2;1;1;60;866.0;580.0;13.0
Apartamento;Ipanema;2;1;0;81;3100.0;1070.0;298.0
Apartamento;Flamengo;2;1;0;85;3000.0;810.0;120.0
Apartamento;Vargem Pequena;2;1;2;68;1600.0;730.0;80.0
Apartamento;Tijuca;2;1;0;70;2000.0;660.0;85.0
Apartamento;Copacabana;2;0;1;70;2200.0;650.0;70.0
Apartamento;Tijuca;2;0;0;65;2400.0;506.0;
Apartamento;Taquara;3;1;0;60;1100.0;441.0;345.0
Apartamento;Madureira;2;1;0;91;1400.0;450.0;
Apartamento;Ipanema;2;1;0;70;3900.0;765.0;75.0
Apartamento;Vila Isabel;1;1;0;66;1000.0;750.0;20.0
Apartamento;Botafogo;2;1;1;90;5000.0;2100.0;210.0
Apartamento;Vila Isabel;2;1;1;65;1500.0;529.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1200.0;1059.0;
Apartamento;Tijuca;2;1;0;73;1800.0;715.0;
Apartamento;Recreio dos Bandeirantes;2;2;1;100;2100.0;570.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1950.0;790.0;108.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;950.0;115.0
Casa;Campo Grande;2;2;0;60;1000.0;;
Apartamento;Botafogo;2;0;0;65;1890.0;590.0;76.0
Apartamento;Recreio dos Bandeirantes;2;2;1;70;1500.0;1119.0;150.0
Apartamento;Riachuelo;1;0;0;60;1050.0;;
Apartamento;Recreio dos Bandeirantes;2;1;1;63;1600.0;755.0;1010.0
Apartamento;Copacabana;3;0;1;97;3300.0;707.0;883.0
Apartamento;Copacabana;2;1;0;60;2500.0;795.0;110.0
Apartamento;Penha Circular;2;0;0;70;1300.0;;
Apartamento;Vila Isabel;2;0;0;80;1400.0;498.0;20.0
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;705.0;100.0
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0
Apartamento;Flamengo;2;0;0;83;2300.0;660.0;
Apartamento;Centro;2;1;0;64;1800.0;373.0;61.0
Apartamento;Vargem Pequena;3;0;1;79;1600.0;500.0;900.0
Apartamento;Jardim Botânico;2;1;1;74;2700.0;1770.0;252.0
Apartamento;Praça da Bandeira;2;0;0;66;1600.0;330.0;46.0
Apartamento;Rio Comprido;2;1;1;70;1600.0;500.0;
Apartamento;Recreio dos Bandeirantes;2;2;0;100;1500.0;1140.0;
Apartamento;Barra da Tijuca;3;2;1;90;2500.0;1770.0;3080.0
Apartamento;Leblon;2;0;0;80;3600.0;1200.0;120.0
Apartamento;Barra da Tijuca;2;2;2;80;3000.0;1500.0;39.0
Apartamento;Campo Grande;3;1;0;65;900.0;;
Apartamento;Vila Isabel;2;1;0;66;1500.0;200.0;
Apartamento;Leblon;2;1;0;80;4500.0;1200.0;180.0
Apartamento;Pechincha;2;1;1;69;1400.0;360.0;41.0
Apartamento;Barra da Tijuca;2;1;2;63;2400.0;1219.0;
Apartamento;Barra da Tijuca;2;1;1;78;900.0;1200.0;156.0
Apartamento;Tijuca;2;0;0;60;1800.0;442.0;20.0
Apartamento;Méier;2;1;0;73;1400.0;330.0;35.0
Apartamento;Barra da Tijuca;2;1;2;90;2200.0;1130.0;
Apartamento;Humaitá;2;1;1;72;3000.0;1650.0;232.0
Apartamento;Barra da Tijuca;2;1;1;68;1400.0;820.0;
Apartamento;Praça da Bandeira;2;0;0;70;1800.0;220.0;199.0
Apartamento;Tijuca;2;0;0;85;1300.0;634.0;
Apartamento;Botafogo;1;1;0;60;2500.0;550.0;111.0
Apartamento;Barra da Tijuca;1;1;1;60;5000.0;;
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1500.0;300.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1500.0;900.0;
Apartamento;Copacabana;2;0;1;100;3500.0;960.0;200.0
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;
Apartamento;Rio Comprido;3;1;0;90;1400.0;500.0;15.0
Apartamento;Laranjeiras;3;0;0;96;2600.0;700.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1450.0;670.0;
Apartamento;Anil;2;1;0;65;900.0;325.0;25.0
Apartamento;Ipanema;2;2;1;95;7500.0;2500.0;435.0
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1800.0;705.0;106.0
Apartamento;Barra da Tijuca;2;1;1;66;1650.0;796.0;98.0
Apartamento;Barra da Tijuca;2;1;1;65;3500.0;1000.0;1670.0
Casa;Pedra de Guaratiba;2;1;1;80;1200.0;;
Apartamento;Freguesia (Jacarepaguá);2;1;1;64;1800.0;718.0;85.0
Apartamento;Barra da Tijuca;2;1;0;62;1200.0;320.0;
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;238.0
Apartamento;Centro;2;0;0;73;1900.0;690.0;70.0
Apartamento;Laranjeiras;2;1;1;85;3300.0;1365.0;255.0
Apartamento;Maracanã;2;1;1;86;1600.0;836.0;
Apartamento;Barra da Tijuca;2;1;1;80;1500.0;1500.0;388.0
Apartamento;Jacarepaguá;2;1;1;65;1400.0;598.0;63.0
Casa de Vila;Irajá;2;0;0;70;1010.0;;
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;680.0;148.0
Apartamento;Ipanema;2;1;1;84;12000.0;;
Apartamento;Leblon;2;1;0;80;3200.0;1500.0;277.0
Apartamento;Tijuca;3;1;0;90;1300.0;670.0;
Apartamento;Grajaú;2;0;0;85;1280.0;400.0;51.0
Apartamento;Tijuca;3;1;1;88;2200.0;871.0;
Apartamento;Leblon;3;0;0;100;5750.0;;
Apartamento;Laranjeiras;2;1;1;95;2900.0;930.0;166.0
Apartamento;Lapa;2;1;0;65;2200.0;640.0;72.0
Apartamento;Vila Isabel;2;1;0;71;1800.0;900.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1800.0;908.0;169.0
Apartamento;Humaitá;2;1;1;80;3000.0;1300.0;
Apartamento;Pechincha;1;1;0;61;1000.0;347.0;52.0
Apartamento;Copacabana;3;1;0;90;3800.0;963.0;230.0
Apartamento;Tijuca;2;1;0;67;1200.0;450.0;97.0
Apartamento;Botafogo;2;1;0;70;2700.0;820.0;121.0
Apartamento;Campo Grande;1;0;1;70;600.0;;
Apartamento;Curicica;2;1;1;60;1200.0;450.0;120.0
Apartamento;Leblon;2;0;0;65;3500.0;750.0;135.0
Apartamento;Catete;2;0;0;71;1700.0;685.0;127.0
Apartamento;Ipanema;2;0;2;80;7500.0;900.0;
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;1775.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;74;2200.0;852.0;150.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;700.0;130.0
Apartamento;Jacarepaguá;2;1;0;62;1100.0;543.0;17.0
Casa de Condomínio;Santa Teresa;2;0;0;90;1300.0;1500.0;20.0
Apartamento;Botafogo;2;1;0;65;3500.0;917.0;1400.0
Apartamento;Maracanã;3;0;0;67;1450.0;650.0;48.0
Apartamento;Tijuca;2;1;1;80;1700.0;800.0;98.0
